"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.844983499E0,-2.461181946E0,6.491999817E-1,9.176667023E0,9.523134717E0
2.855021500E0,-2.219135284E0,5.863307190E-1,9.742490387E0,1.000921895E1
2.865058499E0,-1.930685120E0,4.746629333E-1,1.013721954E1,1.033034704E1
2.875096500E0,-1.662143555E0,3.451821899E-1,1.020936951E1,1.034954577E1
2.885133500E0,-1.556613007E0,2.742297363E-1,1.007090744E1,1.019418573E1
2.895171500E0,-1.755100250E0,3.435356140E-1,9.758058014E0,9.920589187E0
2.905208500E0,-2.037263489E0,4.170327759E-1,9.583970032E0,9.806979169E0
2.915246500E0,-2.142494659E0,4.740641785E-1,9.599238281E0,9.846846997E0
2.925283500E0,-2.119292908E0,4.698728943E-1,9.715696106E0,9.955246546E0
2.935321500E0,-2.028581543E0,4.408332825E-1,9.844278717E0,1.006078031E1
2.945359500E0,-1.919458466E0,4.831951904E-1,9.827363892E0,1.002471343E1
2.955396499E0,-1.689386902E0,6.062393188E-1,9.712402954E0,9.876858071E0
2.965434500E0,-1.425186310E0,7.770341492E-1,9.474547577E0,9.612595377E0
2.975471499E0,-1.118923187E0,9.541159058E-1,9.032367096E0,9.151283058E0
2.985509500E0,-7.191046143E-1,1.154698792E0,8.488248596E0,8.596557740E0
2.995546500E0,-3.520678711E-1,1.443897400E0,8.065827026E0,8.201606983E0
3.005584500E0,-1.812730408E-1,1.825004883E0,7.711364136E0,7.926451890E0
3.015621500E0,-2.149530029E-1,2.173929291E0,7.364834747E0,7.681989600E0
3.025659500E0,-3.576063538E-1,2.559826813E0,7.178172913E0,7.629335618E0
3.035696500E0,-5.291496277E-1,3.110082550E0,7.220684509E0,7.879777762E0
3.045734500E0,-7.116201782E-1,3.603905640E0,7.379953308E0,8.243679395E0
3.055771500E0,-8.246351624E-1,3.876488800E0,7.497908020E0,8.480908751E0
3.065809499E0,-9.822573853E-1,3.979923706E0,7.628137207E0,8.659855630E0
3.075847125E0,-1.141376495E0,3.942202148E0,7.787705383E0,8.802957073E0
3.085884125E0,-1.265917511E0,3.753893738E0,7.976911926E0,8.906480181E0
3.095922125E0,-1.295256500E0,3.489244080E0,8.155490570E0,8.964627158E0
3.105959125E0,-1.164428558E0,3.264561310E0,8.378826141E0,9.067413188E0
3.115997124E0,-1.066382446E0,3.112926636E0,8.638685760E0,9.244153581E0
3.126034125E0,-9.813592529E-1,2.959346008E0,8.891060944E0,9.421876643E0
3.136072124E0,-8.640032959E-1,2.792742462E0,9.015003204E0,9.477140652E0
3.146109125E0,-7.602690125E-1,2.650687866E0,9.021140442E0,9.433192991E0
3.156147125E0,-7.598199463E-1,2.519261169E0,8.838370514E0,9.221756694E0
3.166184125E0,-9.241781616E-1,2.423161011E0,8.550968170E0,8.935595739E0
3.176222125E0,-1.194815369E0,2.417023773E0,8.234526215E0,8.664699052E0
3.186259124E0,-1.436712341E0,2.456990662E0,7.935897217E0,8.430860579E0
3.196297125E0,-1.583556976E0,2.540217590E0,7.760312347E0,8.317620202E0
3.206334124E0,-1.625619507E0,2.644101562E0,7.700287170E0,8.302308978E0
3.216372125E0,-1.590891724E0,2.778821411E0,7.714357910E0,8.352490819E0
3.226410124E0,-1.450184326E0,2.933749237E0,7.752229156E0,8.414688114E0
3.236447125E0,-1.228046265E0,3.174748077E0,7.814349976E0,8.523566655E0
3.246485124E0,-9.925859070E-1,3.442391510E0,7.890990601E0,8.666199787E0
3.256522125E0,-9.029223633E-1,3.699407043E0,7.920179901E0,8.788067531E0
3.266560125E0,-9.476792908E-1,3.922742615E0,7.953710175E0,8.918941148E0
3.276597125E0,-1.069974976E0,4.103267212E0,8.062084808E0,9.109273282E0
3.286635125E0,-1.232387238E0,4.266427917E0,8.257578278E0,9.375968456E0
