"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.165148917E0,2.645897827E0,-1.893562317E-1,2.763253784E0,3.830431121E0
3.175126917E0,2.524949341E0,-1.228944397E-1,2.276915131E0,3.402177939E0
3.185104917E0,2.301613770E0,-8.532257080E-3,1.901795197E0,2.985686473E0
3.195082917E0,2.067500610E0,1.275347900E-1,1.560654602E0,2.593543268E0
3.205059917E0,1.828747101E0,2.483335876E-1,1.311123505E0,2.263852993E0
3.215037917E0,1.607956238E0,2.703378296E-1,1.131946106E0,1.984920097E0
3.225015917E0,1.469194794E0,2.875520325E-1,7.887098694E-1,1.692123746E0
3.234993917E0,1.325044556E0,3.159928894E-1,7.723937988E-1,1.565945964E0
3.244971917E0,1.109492798E0,4.010160828E-1,7.364685059E-1,1.390745853E0
3.254949917E0,1.016087036E0,4.718188477E-1,6.253994751E-1,1.283031720E0
3.264927917E0,1.159488831E0,2.803669739E-1,5.391787720E-1,1.309096534E0
