Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),label
3.275978583,7.670798492,3.827540588,6.626420288,10.83515862,0.0
3.285919583,7.619155884,3.678600311,6.483317871,10.65912976,0.0
3.295860583,7.548502808,3.628005524,6.314019928,10.48852546,0.0
3.305801583,7.475155334,3.628753967,6.053112488,10.28036835,0.0
3.315742583,7.562872925,3.581302643,5.806425476,10.18515352,0.0
3.325683583,7.763156433,3.561094666,5.700296173,10.26846481,0.0
3.335625583,7.900271301,3.632496185,5.718408508,10.40718555,0.0
3.345566583,8.076604614,3.668720856,5.802234192,10.59985738,0.0
3.355507583,8.521629181,3.612288208,6.006559296,11.03383635,0.0
3.365448583,9.183552704,3.47517334,6.402635651,11.72212495,0.0
3.375389583,9.635462952,3.301534424,7.111561432,12.42242254,0.0
3.385330583,9.847721558,3.12759613,7.904013519,13.00895488,0.0
3.395272583,9.798623657,2.882256317,8.116272125,13.04585376,0.0
3.405213583,9.494605865,2.728376312,7.83605484,12.60933516,0.0
3.415154583,9.444160767,2.763403473,7.087611237,12.12694539,0.0
3.425095583,9.551038513,2.944826202,6.395749969,11.86591571,0.0
3.435036583,9.77602066,3.118016052,6.049669647,11.91180536,0.0
3.444978583,10.38405624,3.25513092,5.985752563,12.41989272,0.0
3.454919583,10.79001205,3.442690887,6.170169067,12.89757601,0.0
3.464860583,10.81560883,3.678600311,6.188131714,12.99240042,0.0
3.474801583,10.84165466,3.824546814,5.925577698,12.9337197,0.0
3.484742583,10.92997101,4.111949158,5.669909363,12.98153551,0.0
3.494683583,10.75303894,4.471202087,5.606141968,12.92471749,0.0
3.504625583,10.52700897,4.651427307,5.675597534,12.83222901,0.0
3.514566208,10.38076309,4.541705475,5.784421234,12.72190473,0.0
3.524507208,10.05803421,4.338577881,5.861061859,12.42333918,0.0
3.534448208,9.610914001,4.077221375,5.817502441,11.95143241,0.0
3.544389208,9.250613251,3.745361481,5.735023956,11.51052031,0.0
3.554330208,8.88327713,3.466042328,5.552403717,11.0342761,0.0
3.564272208,8.458759918,3.239114227,5.307662659,10.4982743,0.0
3.574213208,7.994575195,2.917582855,5.115462341,9.929424819,0.0
3.584154208,7.552993469,2.585573273,4.946463776,9.391506981,0.0
3.594095208,7.233108673,2.259700928,4.760550385,8.949131205,0.0
3.604036208,7.12697937,1.854493561,4.712051239,8.742791785,0.0
3.613977208,7.07428894,1.540746002,4.853656769,8.716504247,0.0
3.623919208,7.171137543,1.395997009,5.124892731,8.924043187,0.0
3.633860208,7.304510193,1.418450317,5.425916748,9.209149962,0.0
3.643801208,7.209457855,1.519639893,5.477709045,9.181006718,0.0
3.653742208,7.151827698,1.597777405,5.178930359,8.973452608,0.0
3.663683208,7.14569046,1.661395111,4.777764587,8.754893507,0.0
3.673624208,7.01815567,1.773362274,4.413122864,8.477911074,0.0
3.683566208,6.856641541,1.941462708,4.201912079,8.272779205,0.0
3.693507208,6.920558624,2.04759201,4.177961884,8.33919242,0.0
3.703448208,6.975045319,2.308649139,4.402944031,8.565455865,0.0
3.713389208,6.894363098,2.566562805,4.653972015,8.705110148,0.0
3.723330208,6.794520721,2.690954132,4.705764313,8.692005738,0.0
3.733271208,6.630312195,2.646945648,4.724026337,8.56059495,0.0
3.743213208,6.383774872,2.455344086,4.850662994,8.385119419,0.0
3.753154208,6.221512299,2.380948792,5.02669693,8.345286961,0.0
3.763095208,6.09846817,2.520009613,5.120851135,8.352537269,0.0
3.773036208,5.906866608,2.680176544,5.179379425,8.30062592,0.0
3.782977208,5.925577698,2.777324524,5.19285141,8.354143183,0.0
3.792918208,5.816304932,2.996917877,5.271437988,8.402319816,0.0
3.802860208,5.611081696,3.199297028,5.330265656,8.374453488,0.0
3.812801208,5.52396286,3.321143646,5.321883087,8.358624312,0.0
3.822742208,5.337151337,3.340752869,5.17533783,8.150456169,0.0
3.832683208,5.038522339,3.309318237,4.975054321,7.815974671,0.0
3.842624208,4.861141205,3.230282593,4.880600739,7.608264126,0.0
3.852565208,4.890629883,3.205284576,5.128634949,7.777853579,0.0
3.862507208,4.851561127,3.291954346,5.427713013,7.989660652,0.0
3.872448208,4.882846069,3.345991974,5.584586792,8.137902535,0.0
3.882389208,4.942571869,3.34883606,5.632187805,8.207634197,0.0
3.892330208,4.989424438,3.325634308,5.769003296,8.32079316,0.0
3.902271208,5.08866806,3.324736176,6.057752838,8.581653845,0.0
3.912212208,5.259163513,3.422033844,6.339017944,8.919207643,0.0
3.922154208,5.387895813,3.574267273,6.355783081,9.066464934,0.0
3.932095208,5.465135193,3.608845367,6.26342514,9.062116864,0.0
